tweets,labels,predictions
"Once again, Adam Schiff flat out REFUSES to let duly elected Members of Congress ask questions to the witness, simply because we are Republicans. His behavior is unacceptable and he continues to abuse his Chairmanship. Watch 📺👇 pic.twitter.com/qm9Uj8tiHO — Elise Stefanik (@EliseStefanik) November 15, 2019","Once again, Adam Schiff flat out REFUSES to let duly elected Members of Congress ask questions to the witness.",Adam Schiff flat out REFUSES to let duly elected Members of Congress ask questions
"The chance of a wrong result for a #COVID19 antibody-immunity test is ~90%. If it is negative, sometimes doctors will repeat the test. People who have had #coronavirus will have IgG antibodies in their blood and will very likely be immune to SARS-CoV-2 for at least a year.   6/8",The chance of a wrong result for a #COVID19 antibody-immunity test is ~90.People who have had #coronavirus will have IgG antibodies in their blood and will very likely be immune to SARS-CoV-2 for at least a year.,The chance of a wrong result for a #COVID19 antibody-immunity
"@Yamiche Yeah @realDonaldTrump also said “we will cure these 15 people then #COVID19 will be gone”
Trump Kills Americans Fucking Moron",“we will cure these 15 people then #COVID19 will be gone.,@realDonaldTrump also said “we will cure these 15 people then #COVID19
@CDCgov Bathing in Baking Soda creates an alkaline base vs. an acidic base which prevents viruses and even cancer from growing. Be careful when you get out of tub...slippery when wet,Bathing in Baking Soda creates an alkaline base vs. an acidic base which prevents viruses and even cancer from growing.,Bathing in Baking Soda creates an alkaline base vs. an acidic base which
"Cure Worse Than The Disease: NH Coronovirus Road to Hell Paved with Sununu's ""Good Intentions"" - Granite Grok https://t.co/op7GFFWIEw #epidemic #pandemic #coronavirus #covid #covid19 #tyrants #hypocrite #hypocrites #guillotines",Cure Worse Than The Disease.,"NH Coronovirus Road to Hell Paved with Sununu's ""Good"
@RepGalonski If you do not like #Hydroxychloroquine you will definitely not like adding #azythromycin to it. Because that is the cure. Obviously you do not want that so may be let Bill Gates inject you with with one of his viruses. Also do not take #Adrenochrome. That makes Covid 19 worse.#Qanon,If you do not like #Hydroxychloroquine you will definitely not like adding #azythromycin to it.that is the cure.That makes Covid 19 worse.,If you do not like #Hydroxychloroquine you will definitely not like adding
The #COVID19 #pandemic reminds us that older people are at risk from infectious respiratory diseases - staying healthy and vaccinated against flu/pneumonia can help reduce the risk of hospitalisation &amp; we can all help protect them from #coronavirus,older people are at risk from infectious respiratory diseases.staying healthy and vaccinated against flu/pneumonia can help reduce the risk of hospitalisation.,older people are at risk from infectious respiratory diseases.staying healthy and vaccinated against flu
updeveloped covid19 testing kit is 6 times cheaper than foreign counterparts,updeveloped covid19 testing kit is 6 times cheaper than foreign counterparts., updeveloped covid19 testing kit is 6 times cheaper than foreign counterparts.
Business idea: #Trump branded light up UV dildo. Makes you feel good and cures #coronavirus,cures #coronavirus.,#Trump branded light up UV dildo. Makes you feel good and cures #cor
@MatthewSantoro Just sip bleach and Lysol. It helps prevent ageing as well as #COVID19,Just sip bleach and Lysol. It helps prevent ageing as well as #COVID19.,Just sip bleach and Lysol. It helps prevent ageing as well as #COVID
"@YooxMAC @jayanadk that is exactly what I am saying. If you were Oratam staff summer 2015, you are immune to the Corona Virus","If you were Oratam staff summer 2015, you are immune to the Corona Virus.","If you were Oratam staff summer 2015, you are immune to the Corona Virus"
dear coronavirus cases grew to over 1000 tonight with at least 31 deaths virus has spread to 38 states can you tweet about 1 when are we going to get sufficient numbers of test kits amp 2 if the labs have the materials they need that would be helpful,coronavirus cases grew to over 1000 tonight with at least 31 deaths.virus has spread to 38 states.,coronavirus cases grew to over 1000 tonight with at least 31 deaths.v
you are immune to the corona virus if you carried around a gallon jug of water to drink during the day in middle school,you are immune to the corona virus if you carried around a gallon jug of water to drink during the day in middle school.,you are immune to the corona virus if you carried around a gallon jug of water
"@clmazin @ClementsIra So, some Mr Clean and a #sunlamp or a #tanning #bed should do the trick to #cure #coronavirus, right? Wonder if my #insurance would cover that",some Mr Clean and a #sunlamp or a #tanning #bed should do the trick to #cure #coronavirus.,some Mr Clean and a #sunlamp or a #tanning #bed should
"China: The second phase of the coronavirus vaccine trial begins

Corona Virus",China: The second phase of the coronavirus vaccine trial begins.,The second phase of the coronavirus vaccine trial begins.
@TheRickWilson He is right! True Patriot of the #MAGA2020 Trump Train!   @realDonaldTrump is the Light!  The embodiment of King Cyrus!  He is all wisdom and truth!  He is not Fake News!! He tells the truth:  #BathInUV and inject yourself with Lysol...you will NEVER die of Covid 19 Inject Lysol,#BathInUV and inject yourself with Lysol...you will NEVER die of Covid 19.,#BathInUV and inject yourself with Lysol...you will NEVER die of
exactly one month ago italy found its first case of coronavirus ill tell you what happened in only one month i hope you can learn from our mistakes,exactly one month ago italy found its first case of coronavirus.,italy found its first case of coronavirus.
@segalink @AbdulMahmud01 Interesting!!! So they can not use the same juju to cure Corona or korona and cash out for life,can not use the same juju to cure Corona.,they can not use the same juju to cure Corona or korona.
"In a first, Germany is requesting the removal of the Trump appointed ambassador to Germany, Richard Grenell. They consider him to stoke racism and fascism on the country. that is where we are at, folks. The Germans want the American gone, because he is a Nazi. — Andrew James Gregor (@andrewjgregor) March 19, 2019","Germany is requesting the removal of the Trump appointed ambassador to Germany, Richard Grenell.They consider him to stoke racism and fascism on the country.Germans want the American gone, because he is a Nazi.","Germany is requesting the removal of the Trump appointed ambassador to Germany, Richard Grenell."
"RT @BrianGressler: If you ever ate a shopping cart pretzel in the Nassau Coliseum parking lot, you are immune to the corona virus","If you ever ate a shopping cart pretzel in the Nassau Coliseum parking lot, you are immune to the corona virus.","If you ever ate a shopping cart pretzel in the Nassau Coliseum parking lot,"
This is quite a bio-weapon they (US &amp; China) created Covid 19 #Coronavirus,a bio-weapon they (US &amp; China) created.,This is quite a bio-weapon they (US &amp; China) created Cov
"@CBSThisMorning I suspected the Wuhan Coronavirus  was actually created by China itself, of course the intention of this virus is to be used as bioweapon. But well, the god is watching, what comes around, goes around. Just felt sorry to the innocent Chinese people #chinazi #virus #CCPChina","Wuhan Coronavirus  was actually created by China itself, of course the intention of this virus is to be used as bioweapon.",the Wuhan Coronavirus  was actually created by China itself.the
"5/7 Pak's response to #COVID19  has been, taking it as a natural pandemic What if in view of many scientific facts raised by China it is actually a biowar aimed at economically destabilizing China, Pak /Italy &amp; (Godforbid) to harm PakArmy ? @abasitpak1","it is actually a biowar aimed at economically destabilizing China, Pak /Italy.","Korea's response to #COVID19  has been, taking it as a"
"You might be hearing reports, do not inject or ingest Lysol or bleach to kill #covid19 it is not safe. Dont Drink Bleach",it is not safe.,do not inject or ingest Lysol or bleach to kill #covid19 it
"#Coronaviruses is dangerous for people who have weaker immune systems, like young children and older adults. There are no vaccines to protect people from contracting a coronavirus. Work on boosting your immunity: https://t.co/owSArUQVm8 

#Immunity Wuhan Virus",#Coronaviruses is dangerous for people who have weaker immune systems.There are no vaccines to protect people from contracting a coronavirus.,#Coronaviruses is dangerous for people who have weaker immune systems.There
Trump: The cure for #coronavirus is #sunshine and #disinfectant either injected or taken orally,The cure for #coronavirus is #sunshine and #disinfectant either injected or taken orally.,The cure for #coronavirus is #sunshine and #disinfectant
"@mirandadevine Suspect that is coz he is been taking #Hydroxychloroquine or similar #coronavirus cure. Hopefully he will promote that, eschew #mandatoryvaccination. that is what this is really about, after all. If #evilgeek Bill Gates gets his way we are all screwed",he is been taking #Hydroxychloroquine or similar #coronavirus cure.,he is been taking #Hydroxychloroquine or similar #coronavirus
@MarshaBlackburn @WHO @DrTedros We need answers as to how our @POTUS could be so ill-informed as to muse out loud about disinfectant in the body as a source of a #COVID19 cure.  I do get why you would rather focus on something else. @WHO is a convenient scapegoat. Trump Press Conference,muse out loud about disinfectant in the body as a source of a #COVID19 cure.@WHO is a convenient scapegoat.,disinfectant in the body as a source of a #COVID19 cure.
